   0.7499996650        0.7499996650     
   0.7617935359        0.7617935359     
   0.7720372947        0.7720372947     
   0.7811843976        0.7811843976     
   0.7894664305        0.7894664305     
   0.7970338496        0.7970338496     
   0.8039943580        0.8039943580     
   0.8104295553        0.8104295553     
   0.8164036658        0.8164036658     
   0.8219686551        0.8219686551     
   0.8271674665        0.8271674665     
   0.8320361862        0.8320361862     
   0.8366055546        0.8366055546     
   0.8409020574        0.8409020574     
   0.8449487352        0.8449487352     
   0.8487657989        0.8487657989     
   0.8523711054        0.8523711054     
   0.8557805323        0.8557805323     
   0.8590082768        0.8590082768     
   0.8620670974        0.8620670974     
   0.8649685117        0.8649685117     
   0.8677229594        0.8677229594     
   0.8703399381        0.8703399381     
   0.8728281176        0.8728281176     
   0.8751954366        0.8751954366     
   0.8774491844        0.8774491844     
   0.8795960721        0.8795960721     
   0.8816422928        0.8816422928     
   0.8835935747        0.8835935747     
   0.8854552264        0.8854552264     
   0.8872321777        0.8872321777     
   0.8889290143        0.8889290143     
   0.8905500093        0.8905500093     
   0.8920991503        0.8920991503     
   0.8935801643        0.8935801643     
   0.8949965393        0.8949965393     
   0.8963515437        0.8963515437     
   0.8976482443        0.8976482443     
   0.8988895213        0.8988895213     
   0.9000780833        0.9000780833     
   0.9012164795        0.9012164795     
   0.9023071119        0.9023071119     
   0.9033522453        0.9033522453     
   0.9043540174        0.9043540174     
   0.9053144475        0.9053144475     
   0.9062354444        0.9062354444     
   0.9071188139        0.9071188139     
   0.9079662654        0.9079662654     
   0.9087794184        0.9087794184     
   0.9095598080        0.9095598080     
   0.9103088900        0.9103088900     
   0.9110280464        0.9110280464     
   0.9117185891        0.9117185891     
   0.9123817646        0.9123817646     
   0.9130187579        0.9130187579     
   0.9136306958        0.9136306958     
   0.9142186504        0.9142186504     
   0.9147836422        0.9147836422     
   0.9153266429        0.9153266429     
   0.9158485783        0.9158485783     
   0.9163503308        0.9163503308     
   0.9168327414        0.9168327414     
   0.9172966125        0.9172966125     
   0.9177427094        0.9177427094     
   0.9181717626        0.9181717626     
   0.9185844695        0.9185844695     
   0.9189814962        0.9189814962     
   0.9193634788        0.9193634788     
   0.9197310253        0.9197310253     
   0.9200847168        0.9200847168     
   0.9204251089        0.9204251089     
   0.9207527329        0.9207527329     
   0.9210680971        0.9210680971     
   0.9213716877        0.9213716877     
   0.9216639701        0.9216639701     
   0.9219453899        0.9219453899     
   0.9222163737        0.9222163737     
   0.9224773298        0.9224773298     
   0.9227286497        0.9227286497     
   0.9229707082        0.9229707082     
   0.9232038645        0.9232038645     
   0.9234284629        0.9234284629     
   0.9236448334        0.9236448334     
   0.9238532925        0.9238532925     
   0.9240541437        0.9240541437     
   0.9242476779        0.9242476779     
   0.9244341744        0.9244341744     
   0.9246139009        0.9246139009     
   0.9247871145        0.9247871145     
   0.9249540618        0.9249540618     
   0.9251149796        0.9251149796     
   0.9252700952        0.9252700952     
   0.9254196267        0.9254196267     
   0.9255637837        0.9255637837     
   0.9257027674        0.9257027674     
   0.9258367711        0.9258367711     
   0.9259659804        0.9259659804     
   0.9260905737        0.9260905737     
   0.9262107225        0.9262107225     
   0.9263265913        0.9263265913     
   0.9264383385        0.9264383385     
   0.9265461161        0.9265461161     
   0.9266500705        0.9266500705     
   0.9267503423        0.9267503423     
   0.9268470665        0.9268470665     
   0.9269403732        0.9269403732     
   0.9270303874        0.9270303874     
   0.9271172293        0.9271172293     
   0.9272010145        0.9272010145     
   0.9272818542        0.9272818542     
   0.9273598555        0.9273598555     
   0.9274351213        0.9274351213     
   0.9275077506        0.9275077506     
   0.9275778388        0.9275778388     
   0.9276454776        0.9276454776     
   0.9277107553        0.9277107553     
   0.9277737569        0.9277737569     
   0.9278345641        0.9278345641     
   0.9278932557        0.9278932557     
   0.9279499075        0.9279499075     
   0.9280045925        0.9280045925     
   0.9280573810        0.9280573810     
   0.9281083406        0.9281083406     
   0.9281575365        0.9281575365     
   0.9282050315        0.9282050315     
   0.9282508860        0.9282508860     
   0.9282951582        0.9282951582     
   0.9283379043        0.9283379043     
   0.9283791783        0.9283791783     
   0.9284190321        0.9284190321     
   0.9284575160        0.9284575160     
   0.9284946783        0.9284946783     
   0.9285305656        0.9285305656     
   0.9285652226        0.9285652226     
   0.9285986928        0.9285986928     
   0.9286310176        0.9286310176     
   0.9286622373        0.9286622373     
   0.9286923905        0.9286923905     
   0.9287215147        0.9287215147     
   0.9287496457        0.9287496457     
   0.9287768183        0.9287768183     
   0.9288030658        0.9288030658     
   0.9288284204        0.9288284204     
   0.9288529134        0.9288529134     
   0.9288765745        0.9288765745     
   0.9288994327        0.9288994327     
   0.9289215159        0.9289215159     
   0.9289428509        0.9289428509     
   0.9289634636        0.9289634636     
   0.9289833789        0.9289833789     
   0.9290026211        0.9290026211     
   0.9290212133        0.9290212133     
   0.9290391780        0.9290391780     
   0.9290565367        0.9290565367     
   0.9290733104        0.9290733104     
   0.9290895191        0.9290895191     
   0.9291051823        0.9291051823     
   0.9291203186        0.9291203186     
   0.9291349463        0.9291349463     
   0.9291490827        0.9291490827     
   0.9291627445        0.9291627445     
   0.9291759482        0.9291759482     
   0.9291887093        0.9291887093     
   0.9292010429        0.9292010429     
   0.9292129636        0.9292129636     
   0.9292244856        0.9292244856     
   0.9292356223        0.9292356223     
   0.9292463870        0.9292463870     
   0.9292567922        0.9292567922     
   0.9292668502        0.9292668502     
   0.9292765728        0.9292765728     
   0.9292859713        0.9292859713     
