  0.0000000000E+00  0.0000000000E+00
  0.2475158602E-24  0.0000000000E+00
  0.4479232237E-24  0.0000000000E+00
  0.6079465398E-24  0.0000000000E+00
  0.7334570365E-24  0.0000000000E+00
  0.8295742140E-24  0.0000000000E+00
  0.9007557478E-24  0.0000000000E+00
  0.9508770893E-24  0.0000000000E+00
  0.9833019090E-24  0.0000000000E+00
  0.1000944406E-23  0.0000000000E+00
  0.1001615960E-23  0.0000000000E+00
  0.9691544778E-24  0.0000000000E+00
  0.9155498947E-24  0.0000000000E+00
  0.8495340355E-24  0.0000000000E+00
  0.7773678336E-24  0.0000000000E+00
  0.7034502099E-24  0.0000000000E+00
  0.6307873982E-24  0.0000000000E+00
  0.5613533061E-24  0.0000000000E+00
  0.4963649922E-24  0.0000000000E+00
  0.4364921938E-24  0.0000000000E+00
  0.3820157607E-24  0.0000000000E+00
  0.3329466354E-24  0.0000000000E+00
  0.2891144768E-24  0.0000000000E+00
  0.2502330226E-24  0.0000000000E+00
  0.2159477127E-24  0.0000000000E+00
  0.1858698557E-24  0.0000000000E+00
  0.1596006531E-24  0.0000000000E+00
  0.1367476356E-24  0.0000000000E+00
  0.1169354722E-24  0.0000000000E+00
  0.9981265308E-25  0.0000000000E+00
  0.8505518612E-25  0.0000000000E+00
  0.7236817096E-25  0.0000000000E+00
  0.6148589794E-25  0.0000000000E+00
  0.5217095536E-25  0.0000000000E+00
  0.4421270121E-25  0.0000000000E+00
  0.3742535911E-25  0.0000000000E+00
  0.3164592499E-25  0.0000000000E+00
  0.2673201555E-25  0.0000000000E+00
  0.2255974855E-25  0.0000000000E+00
  0.1902171395E-25  0.0000000000E+00
  0.1602507269E-25  0.0000000000E+00
  0.1348980349E-25  0.0000000000E+00
  0.1134710647E-25  0.0000000000E+00
  0.9537964361E-26  0.0000000000E+00
  0.8011856556E-26  0.0000000000E+00
  0.6725617993E-26  0.0000000000E+00
  0.5642432514E-26  0.0000000000E+00
  0.4730949480E-26  0.0000000000E+00
  0.3964512038E-26  0.0000000000E+00
  0.3320485580E-26  0.0000000000E+00
  0.2779675427E-26  0.0000000000E+00
  0.2325823465E-26  0.0000000000E+00
  0.1945174233E-26  0.0000000000E+00
  0.1626101838E-26  0.0000000000E+00
  0.1358789883E-26  0.0000000000E+00
  0.1134957469E-26  0.0000000000E+00
  0.9476250705E-27  0.0000000000E+00
  0.7909148320E-27  0.0000000000E+00
  0.6598805112E-27  0.0000000000E+00
  0.5503628691E-27  0.0000000000E+00
  0.4588668780E-27  0.0000000000E+00
  0.3824575854E-27  0.0000000000E+00
  0.3186719070E-27  0.0000000000E+00
  0.2654439946E-27  0.0000000000E+00
  0.2210421558E-27  0.0000000000E+00
  0.1840155907E-27  0.0000000000E+00
  0.1531494582E-27  0.0000000000E+00
  0.1274270033E-27  0.0000000000E+00
  0.1059976609E-27  0.0000000000E+00
  0.8815021474E-28  0.0000000000E+00
  0.7329022645E-28  0.0000000000E+00
  0.6092106859E-28  0.0000000000E+00
  0.5062799676E-28  0.0000000000E+00
  0.4206478233E-28  0.0000000000E+00
  0.3494250071E-28  0.0000000000E+00
  0.2902013301E-28  0.0000000000E+00
  0.2409669203E-28  0.0000000000E+00
  0.2000462872E-28  0.0000000000E+00
  0.1660431377E-28  0.0000000000E+00
  0.1377942099E-28  0.0000000000E+00
  0.1143306707E-28  0.0000000000E+00
  0.9484585121E-29  0.0000000000E+00
  0.7866828990E-29  0.0000000000E+00
  0.6523922111E-29  0.0000000000E+00
  0.5409378156E-29  0.0000000000E+00
  0.4484532732E-29  0.0000000000E+00
  0.3717235108E-29  0.0000000000E+00
  0.3080757211E-29  0.0000000000E+00
  0.2552884134E-29  0.0000000000E+00
