#ZONE  T="0.0000    ", I=  113, J=  113,  F=POINT
   0.1000000011E-007   0.1000000011E-007   0.1000000000E-034
   0.1000000011E-007   0.9619488862E-001   0.1000000000E-034
   0.1000000011E-007   0.3062248639        0.1000000000E-034
   0.1000000011E-007   0.5930255866        0.1000000000E-034
   0.1000000011E-007   0.9069744134        0.1000000000E-034
   0.1000000011E-007    1.193775136        0.1000000000E-034
   0.1000000011E-007    1.403805111        0.1000000000E-034
   0.1000000011E-007    1.500000000        0.1000000000E-034
   0.1000000011E-007    1.623516682        0.1000000000E-034
   0.1000000011E-007    1.893200509        0.1000000000E-034
   0.1000000011E-007    2.261459926        0.1000000000E-034
   0.1000000011E-007    2.664578199        0.1000000000E-034
   0.1000000011E-007    3.032837617        0.1000000000E-034
   0.1000000011E-007    3.302521443        0.1000000000E-034
   0.1000000011E-007    3.426038125        0.1000000000E-034
   0.1000000011E-007    3.566000862        0.1000000000E-034
   0.1000000011E-007    3.871592673        0.1000000000E-034
   0.1000000011E-007    4.288885262        0.1000000000E-034
   0.1000000011E-007    4.745678110        0.1000000000E-034
   0.1000000011E-007    5.162970699        0.1000000000E-034
   0.1000000011E-007    5.468562510        0.1000000000E-034
   0.1000000011E-007    5.608525247        0.1000000000E-034
   0.1000000011E-007    5.767123806        0.1000000000E-034
   0.1000000011E-007    6.113404694        0.1000000000E-034
   0.1000000011E-007    6.586259146        0.1000000000E-034
   0.1000000011E-007    7.103873254        0.1000000000E-034
   0.1000000011E-007    7.576727706        0.1000000000E-034
   0.1000000011E-007    7.923008594        0.1000000000E-034
   0.1000000011E-007    8.081607153        0.1000000000E-034
   0.1000000011E-007    8.261322865        0.1000000000E-034
   0.1000000011E-007    8.653710517        0.1000000000E-034
   0.1000000011E-007    9.189524808        0.1000000000E-034
   0.1000000011E-007    9.776058434        0.1000000000E-034
   0.1000000011E-007    10.31187273        0.1000000000E-034
   0.1000000011E-007    10.70426038        0.1000000000E-034
   0.1000000011E-007    10.88397609        0.1000000000E-034
   0.1000000011E-007    11.08762067        0.1000000000E-034
   0.1000000011E-007    11.53225413        0.1000000000E-034
   0.1000000011E-007    12.13941127        0.1000000000E-034
   0.1000000011E-007    12.80404094        0.1000000000E-034
   0.1000000011E-007    13.41119807        0.1000000000E-034
   0.1000000011E-007    13.85583153        0.1000000000E-034
   0.1000000011E-007    14.05947611        0.1000000000E-034
   0.1000000011E-007    14.29023566        0.1000000000E-034
   0.1000000011E-007    14.79407137        0.1000000000E-034
   0.1000000011E-007    15.48207054        0.1000000000E-034
   0.1000000011E-007    16.23519463        0.1000000000E-034
   0.1000000011E-007    16.92319379        0.1000000000E-034
   0.1000000011E-007    17.42702951        0.1000000000E-034
   0.1000000011E-007    17.65778906        0.1000000000E-034
   0.1000000011E-007    17.91927387        0.1000000000E-034
   0.1000000011E-007    18.49019454        0.1000000000E-034
   0.1000000011E-007    19.26979973        0.1000000000E-034
   0.1000000011E-007    20.12320112        0.1000000000E-034
   0.1000000011E-007    20.90280631        0.1000000000E-034
   0.1000000011E-007    21.47372698        0.1000000000E-034
   0.1000000011E-007    21.73521180        0.1000000000E-034
   0.1000000011E-007    22.03151291        0.1000000000E-034
   0.1000000011E-007    22.67845078        0.1000000000E-034
   0.1000000011E-007    23.56185920        0.1000000000E-034
   0.1000000011E-007    24.52888967        0.1000000000E-034
   0.1000000011E-007    25.41229809        0.1000000000E-034
   0.1000000011E-007    26.05923595        0.1000000000E-034
   0.1000000011E-007    26.35553707        0.1000000000E-034
   0.1000000011E-007    26.69129022        0.1000000000E-034
   0.1000000011E-007    27.42436687        0.1000000000E-034
   0.1000000011E-007    28.42539975        0.1000000000E-034
   0.1000000011E-007    29.52118883        0.1000000000E-034
   0.1000000011E-007    30.52222171        0.1000000000E-034
   0.1000000011E-007    31.25529836        0.1000000000E-034
   0.1000000011E-007    31.59105151        0.1000000000E-034
   0.1000000011E-007    31.97150967        0.1000000000E-034
   0.1000000011E-007    32.80219434        0.1000000000E-034
   0.1000000011E-007    33.93651320        0.1000000000E-034
   0.1000000011E-007    35.17820490        0.1000000000E-034
   0.1000000011E-007    36.31252376        0.1000000000E-034
   0.1000000011E-007    37.14320843        0.1000000000E-034
   0.1000000011E-007    37.52366659        0.1000000000E-034
   0.1000000011E-007    37.95478217        0.1000000000E-034
   0.1000000011E-007    38.89607122        0.1000000000E-034
   0.1000000011E-007    40.18142288        0.1000000000E-034
   0.1000000011E-007    41.58844391        0.1000000000E-034
   0.1000000011E-007    42.87379557        0.1000000000E-034
   0.1000000011E-007    43.81508462        0.1000000000E-034
   0.1000000011E-007    44.24620020        0.1000000000E-034
   0.1000000011E-007    44.73471815        0.1000000000E-034
   0.1000000011E-007    45.80133838        0.1000000000E-034
   0.1000000011E-007    47.25783263        0.1000000000E-034
   0.1000000011E-007    48.85219632        0.1000000000E-034
   0.1000000011E-007    50.30869057        0.1000000000E-034
   0.1000000011E-007    51.37531080        0.1000000000E-034
   0.1000000011E-007    51.86382875        0.1000000000E-034
   0.1000000011E-007    52.41739212        0.1000000000E-034
   0.1000000011E-007    53.62603117        0.1000000000E-034
   0.1000000011E-007    55.27645538        0.1000000000E-034
   0.1000000011E-007    57.08310614        0.1000000000E-034
   0.1000000011E-007    58.73353035        0.1000000000E-034
   0.1000000011E-007    59.94216940        0.1000000000E-034
   0.1000000011E-007    60.49573277        0.1000000000E-034
   0.1000000011E-007    61.12300224        0.1000000000E-034
   0.1000000011E-007    62.49256971        0.1000000000E-034
   0.1000000011E-007    64.36274535        0.1000000000E-034
