    1.999999726         1.999999726     
    1.965197410         1.965197410     
    1.938267767         1.938267767     
    1.916090707         1.916090707     
    1.897269773         1.897269773     
    1.880982426         1.880982426     
    1.866688681         1.866688681     
    1.854009999         1.854009999     
    1.842668489         1.842668489     
    1.832452981         1.832452981     
    1.823198646         1.823198646     
    1.814774028         1.814774028     
    1.807072419         1.807072419     
    1.800005911         1.800005911     
    1.793501164         1.793501164     
    1.787496327         1.787496327     
    1.781938740         1.781938740     
    1.776783191         1.776783191     
    1.771990577         1.771990577     
    1.767526851         1.767526851     
    1.763362190         1.763362190     
    1.759470335         1.759470335     
    1.755828043         1.755828043     
    1.752414657         1.752414657     
    1.749211735         1.749211735     
    1.746202757         1.746202757     
    1.743372866         1.743372866     
    1.740708665         1.740708665     
    1.738198030         1.738198030     
    1.735829964         1.735829964     
    1.733594463         1.733594463     
    1.731482407         1.731482407     
    1.729485460         1.729485460     
    1.727595988         1.727595988     
    1.725806985         1.725806985     
    1.724112011         1.724112011     
    1.722505133         1.722505133     
    1.720980880         1.720980880     
    1.719534193         1.719534193     
    1.718160392         1.718160392     
    1.716855140         1.716855140     
    1.715614412         1.715614412     
    1.714434468         1.714434468     
    1.713311827         1.713311827     
    1.712243249         1.712243249     
    1.711225710         1.711225710     
    1.710256391         1.710256391     
    1.709332654         1.709332654     
    1.708452033         1.708452033     
    1.707612220         1.707612220     
    1.706811052         1.706811052     
    1.706046501         1.706046501     
    1.705316661         1.705316661     
    1.704619745         1.704619745     
    1.703954071         1.703954071     
    1.703318057         1.703318057     
    1.702710214         1.702710214     
    1.702129139         1.702129139     
    1.701573510         1.701573510     
    1.701042080         1.701042080     
    1.700533671         1.700533671     
    1.700047172         1.700047172     
    1.699581533         1.699581533     
    1.699135760         1.699135760     
    1.698708914         1.698708914     
    1.698300106         1.698300106     
    1.697908495         1.697908495     
    1.697533282         1.697533282     
    1.697173713         1.697173713     
    1.696829071         1.696829071     
    1.696498676         1.696498676     
    1.696181883         1.696181883     
    1.695878080         1.695878080     
    1.695586686         1.695586686     
    1.695307148         1.695307148     
    1.695038941         1.695038941     
    1.694781566         1.694781566     
    1.694534547         1.694534547     
    1.694297434         1.694297434     
    1.694069795         1.694069795     
    1.693851222         1.693851222     
    1.693641326         1.693641326     
    1.693439733         1.693439733     
    1.693246091         1.693246091     
    1.693060062         1.693060062     
    1.692881325         1.692881325     
    1.692709572         1.692709572     
    1.692544510         1.692544510     
    1.692385862         1.692385862     
    1.692233359         1.692233359     
    1.692086748         1.692086748     
    1.691945786         1.691945786     
    1.691810239         1.691810239     
    1.691679887         1.691679887     
    1.691554518         1.691554518     
    1.691433928         1.691433928     
    1.691317924         1.691317924     
    1.691206322         1.691206322     
    1.691098943         1.691098943     
    1.690995618         1.690995618     
    1.690896186         1.690896186     
    1.690800491         1.690800491     
    1.690708384         1.690708384     
    1.690619723         1.690619723     
    1.690534372         1.690534372     
    1.690452202         1.690452202     
    1.690373086         1.690373086     
    1.690296905         1.690296905     
    1.690223545         1.690223545     
    1.690152895         1.690152895     
    1.690084851         1.690084851     
    1.690019311         1.690019311     
    1.689956179         1.689956179     
    1.689895361         1.689895361     
    1.689836770         1.689836770     
    1.689780319         1.689780319     
    1.689725927         1.689725927     
    1.689673514         1.689673514     
    1.689623007         1.689623007     
    1.689574331         1.689574331     
    1.689527419         1.689527419     
    1.689482202         1.689482202     
    1.689438618         1.689438618     
    1.689396604         1.689396604     
    1.689356102         1.689356102     
    1.689317055         1.689317055     
    1.689279409         1.689279409     
    1.689243111         1.689243111     
    1.689208111         1.689208111     
    1.689174360         1.689174360     
    1.689141813         1.689141813     
    1.689110425         1.689110425     
    1.689080153         1.689080153     
    1.689050956         1.689050956     
    1.689022794         1.689022794     
    1.688995629         1.688995629     
    1.688969424         1.688969424     
    1.688944145         1.688944145     
    1.688919757         1.688919757     
    1.688896228         1.688896228     
    1.688873527         1.688873527     
    1.688851624         1.688851624     
    1.688830489         1.688830489     
    1.688810094         1.688810094     
    1.688790414         1.688790414     
    1.688771422         1.688771422     
    1.688753092         1.688753092     
    1.688735403         1.688735403     
    1.688718329         1.688718329     
    1.688701850         1.688701850     
    1.688685943         1.688685943     
    1.688670589         1.688670589     
    1.688655767         1.688655767     
    1.688641459         1.688641459     
    1.688627646         1.688627646     
    1.688614311         1.688614311     
    1.688601436         1.688601436     
    1.688589006         1.688589006     
    1.688577004         1.688577004     
    1.688565415         1.688565415     
    1.688554225         1.688554225     
    1.688543419         1.688543419     
    1.688532985         1.688532985     
    1.688522908         1.688522908     
    1.688513177         1.688513177     
    1.688503778         1.688503778     
    1.688494702         1.688494702     
    1.688485935         1.688485935     
    1.688477468         1.688477468     
    1.688469290         1.688469290     
    1.688461390         1.688461390     
    1.688453760         1.688453760     
